category,text
sport,a year to remember for irish there used to be one subliminal moment during a year in irish rugby that stood out more than most.  well  at least there used to one. now there is a handful to look back with a mixture of satisfaction  and sorrow. it has been quite a year for the irish  and not just with eddie o sullivan s triple crown winning international outfit either. right down through the ranks irish rugby is creating waves and upsetting the more established teams in the game. but most of the kudos will go to o sullivan and his merry band of warriors who not only collected their first triple crown for 29 years  but also finished their autumn campaign with a 100% record. for the second year in succession they also finished in the runners-up spot in the rbs six nations. but in the three games in november which included a victory over tri-nations champions and grand slam chasing south africa  ireland finsihed the year on a high. the 18-12 victory at lansdowne road was only their second victory over the boks after the initial success back in 1965. that success was revenge for the consecutive defeats in blomefontein and cape town in the summer. those two reverses and the 35-17 flop against france  were the only dark patches in an otherwise excellent 12 months. but the big one  of course  was the 19-13 defeat of world cup champions england on their precious twickenham turf. the winning try was conceived in o sullivan s mind  perfectly executed by the team and finished immaculately by girvan dempsey. for me  the try of the championship. o sullivan s career is now in vertical take-off mode. it is no wonder that sir clive woodward has elevated the galway-based coach to head the lions test side. not only that  but a fair majority of the present ireland side will be wearing red next june in new zealand.  there can be no doubt that ireland s representation will be the biggest ever  albeit in a proposed 44-man squad. in brian o driscoll and paul o connell  ireland have now the two front-runners for the captaincy. gordon d arcy  whose career began as a teenager back in 1999  finally arrived when he was named the six nations player of the tournament. but it was not only the senior squad that brought kudos to ireland  the youngsters strutted their stuff on the big stage as well. the under-21 squad confounded the doubters as they went all the way to the world cup final in scotland only to be beaten by a powerful all black side in the decider. the young irish boys had stated their intentions earlier in the season when they finished runners-up to england in the six nations under-21 tournament. on the provincial front  leinster  for second year in succession  blew it when the heineken cup looked a good wager. while ulster finished runners-up in their very tight group for the second season in succession  it was munster again flying the flag for the irish. looking to reach their third final  they went down 37-32 to eventual winners wasps in what many beileve was the most competitive and thunderous game ever witnessed at lansdowne road. how wasps recovered from that energy-sapping duel  and then go onto to defeat toulouse in the final was anybody s guess. ulster  meanwhile  just lost out to adding the inaugural celtic cup in winning the celtic league when they were pipped at the post by the scarlets in the final game.  ulster  however  took time to start the new season under new coach mark mccall. the once famous ravenhill fortress was breached four times as ulster only manged five wins from their first 12 outings in the celtic league. leinster are again looking the most potent outfit going into 2005  but whether they can take that final step under declan kidney is another thing. on the down side  irish rugby was hit by a number of tragedies. teenage star john mccall died while playing for the ireland against new zealand in the under-19 world cup game in durban. that happened only 10 days after he led royal armagh to their first ulster schools  cup success since 1977. the death of former ireland coach and lions flanker mike doyle in a car crash in northern ireland shocked the rugby fraternity a larger than life character  doyle had coached ireland to the triple crown in 1985  the last time that goal had been achieved before this season. ulster rugby also suffered the sudden deaths of well-known londonderry ym player jim huey  coleraine s jonathan hutchinson  and belfast harlequins lock johnny poole. they all passed away long before the full-time whistle.
business,karachi stocks hit historic high the karachi stock exchange (kse) has recorded its largest single day gain  surging 3.5% to a new high.  the index rose 225.79 points in four hours of furious trading  with many investors optimistic that political stability could bring an economic boom. the kse index closed at 6709.93 - an overall gain of nearly 400 points in the first two trading days of the week. energy and telecommunication stocks performed particularly well  recording an 8%-10% rise since monday morning.  in 2002  the kse was the world s best performing stock market  with the index rising 112%.  pakistani investors are expecting the kse to repeat  if not improve on  its 2002 performance. jubilant investors danced on the streets as the market closed for the day on tuesday  confident that the boom will continue at least until the public holiday on 22 january. others  however  who had stayed out fearing an imminent collapse because of prices overheating  continued to warn that the  bubble may burst any time .  that s rubbish   kse chairman yaseen lakhani told the bbc news website.  whenever the market reflects pakistan s true economic reality  it is described as a bubble.  mr lakhani feels that the market has risen on the basis of solid economic growth and its current level rests on sound foundations.  market analysts are inclined to agree with mr lakhani  arguing that there are a number of major factors behind the kse s performance. analysts argue that a steady improvement in pakistan s credit ratings by international credit rating agencies has finally begun to register in the market. standard & poor s upgraded pakistan a few weeks ago. there are indications of yet another upgrade by the end of february.  then  say analysts  there is corporate profitability in the current fiscal year  which has gone up by 27% from last year.  coupled with the 7% gdp growth expected by june this year  i am least surprised at the market s performance   says mr lakhani. one leading karachi broker said the real reasons may be political.  if you file a $1.3 trillion case against saudi money after 9/11  arab money will not go to the us any more.  a lot of arab money  he says  has already gone to malaysia and indonesia. pakistanis are now hoping that energy and telecoms  two of the strongest sectors in pakistan  draw some of the arab money to the kse.  locally  too  say analysts  recent political developments have worked to the market s advantage.  an anti-musharraf campaign threatened by the mma  a countrywide alliance of religious parties  has fizzled out. the release of asif zardari  former prime minister benazir bhutto s husband  has eased political tensions between the military-backed government and the opposition pakistan people s party. most importantly  say analysts  the failure of talks between india and pakistan on the baglihar dam in indian-administered kashmir has not automatically led to heightened tensions. this  they say  indicates that neither country is interested in raising the temperature at this stage  irrespective of the state of their disagreements. the market is abuzz with speculation that substantial investment may now start to flow in from the us  a country seen locally as deeply interested in defusing tensions between the south asian neighbours.  you can call it a peace dividend   smiles one broker.  let us see how long one can reap its benefits.
sport,liverpool revel in night of glory liverpool manager rafael benitez said their qualification for the next stage of the champions league was  one of the proudest nights of my career.   the reds beat olympiakos 3-1 with a late steven gerrard strike and benitez said:  it was a really great night.  the players ran hard all the time and you see how much it means to the fans.  we knew before the game that it was very important for the club to gain these extra finances. for liverpool  this result is very  very important.  benitez hailed gerrard for his match-winning strike four minutes from time and also the anfield crowd for sticking by their side after they had fallen a goal behind at the interval. the reds scored three second-half goals in a sensational comeback capped by gerrard s 20-yard drive. he added:  steven can play all over the pitch and he influences every part of the game.   i have said to him many times that he has the freedom because he has talent and is very important to us.  i felt that the difference between the sides was really our supporters  i cannot thank them enough.  i want to say thank-you to the supporters  they were magnificent to help us achieve this result.  gerrard admitted he thought they were going out of the champions league after trailing 1-0 at half-time. he said:  i d be lying if i thought we were going through when we were losing at half-time.   we had a mountain to climb  but we have climbed it and credit to everyone.  that was one of the best goals i have scored  i caught it sweet  i haven t caught one like that for ages. it was a massive night for me and the team.  liverpool s win means all four of england s champions league representatives have reached the knockout stages for the first time.
sport,claxton hunting first major medal british hurdler sarah claxton is confident she can win her first major medal at next month s european indoor championships in madrid.  the 25-year-old has already smashed the british record over 60m hurdles twice this season  setting a new mark of 7.96 seconds to win the aaas title.  i am quite confident   said claxton.  but i take each race as it comes.  as long as i keep up my training but not do too much i think there is a chance of a medal.  claxton has won the national 60m hurdles title for the past three years but has struggled to translate her domestic success to the international stage. now  the scotland-born athlete owns the equal fifth-fastest time in the world this year. and at last week s birmingham grand prix  claxton left european medal favourite russian irina shevchenko trailing in sixth spot.  for the first time  claxton has only been preparing for a campaign over the hurdles - which could explain her leap in form. in previous seasons  the 25-year-old also contested the long jump but since moving from colchester to london she has re-focused her attentions. claxton will see if her new training regime pays dividends at the european indoors which take place on 5-6 march.
business,bank holds interest rate at 4.75% the bank of england has left interest rates on hold again at 4.75%  in a widely-predicted move.  rates went up five times from november 2003 - as the bank sought to cool the housing market and consumer debt - but have remained unchanged since august. recent data has indicated a slowdown in manufacturing and consumer spending  as well as in mortgage approvals. and retail sales disappointed over christmas  with analysts putting the drop down to less consumer confidence.  rising interest rates and the accompanying slowdown in the housing market have knocked consumers  optimism  causing a sharp fall in demand for expensive goods  according to a report earlier this week from the british retail consortium. the brc said britain s retailers had endured their worst christmas in a decade.   today s no change decision is correct   said david frost  director general of the british chambers of commerce (bcc).  but  if there are clear signs that the economy slows  the mpc should be ready to take quick corrective action and cut rates.  dismal reports from the retail trade about christmas sales are worrying  if they indicate a more general weakening in consumer spending.   mr frost added:  the housing market outlook remains highly uncertain.  it is widely accepted that  if house prices start falling more sharply  the risks facing the economy will worsen considerably.  cbi chief economist ian mccafferty said the economy had  slowed in recent months in response to rate rises  but that it was difficult to gauge from the christmas period the likely pace of activity through the summer.  the bank is having to juggle the emergence of inflationary pressures  driven by a tight labour market and buoyant commodity prices  against the risk of an over-abrupt slowdown in consumer activity   he said.  interest rates are likely to remain on hold for some time.   on thursday there was more gloomy news on the manufacturing front  as the office for national (ons) statistics revealed british manufacturing output unexpectedly fell in november - for the fifth month in the past six. the ons said manufacturing output dropped 0.1% in november  matching a similar unrevised fall in october and confounding economists  expectations of a 0.3% rise. manufacturers  organisation  the eef  said it expected the hold in interest rates to continue in the near future. it also said there was evidence that manufacturers  confidence may be waning as the outlook for the world economy becomes more uncertain.   so far the evidence suggests that last year s rate increases have helped to rebalance the economy without damaging the recovery in manufacturing   said eef chief economist  steve radley.  however  should the business outlook start to deteriorate  the bank should stand ready to cut rates.  some economists have predicted rates will drop later in the year  although others feel the bank may still think there is a need for a rise to 5% before that happens. the bank remains concerned about the long-term risks posed by personal debt - which is rising at 15% a year - if economic conditions worsen.
politics,probe launched on ken nazi jibe an investigation by the standards board is under way following allegations that ken livingstone has brought his office into disrepute.  the probe follows the london mayor s comments to a jewish journalist comparing him to a concentration camp guard  after a party about a week ago. the local government watchdog also said the allegation related to a failure to respect others. it has the power to suspend or bar labour s mr livingstone from office. a complaint was made to the body by the board of deputies of british jews and the commission for racial equality.  speaking after the investigation was announced bob neill  leader of the london assembly conservatives  said:  he has behaved in a manner unbecoming of his office and in so doing  has shown extraordinarily poor civic leadership.  his administration is now in crisis.  on sunday  deputy mayor nicky gavron told the bbc s politics show she believed the mayor of london would say sorry on tuesday for offending the wider jewish community. the prime minister tony blair is among those who have called for an apology but so far the mayor has refused.  the mayor accused oliver finegold  of the evening standard newspaper  of  doorstepping  him at a  predominately gay event  held for mp chris smith. ms gavron said she thought mr livingstone s comments were  inappropriate  but she did not believe the mayor was anti-semitic. she said:  i work very closely with ken so i can speak of what he s like in his guarded and unguarded moments and... he is in no way anti-jewish  i wouldn t for a moment work with him if he were.  on the other hand  i think his remarks were inappropriate and i believe it is important  and i believe he will  come to the point where he says   i regret that i have caused offence to the wider jewish community .  i hope he will do it soon and it is mooted that he is going to make some sort of statement on tuesday.
business,gsk aims to stop aids profiteers one of the world s largest manufacturers of hiv/aids drugs has launched an initiative to combat the smuggling of cheaper pills - supplied to poorer african countries - back into europe for resale at far higher price.  the company  glaxosmithkline  is to alter the packaging and change the colour of the pills  currently provided to developing nations under a humanitarian agreement. it is estimated that drugs companies are losing hundreds of millions of dollars each year as a result of the diversion of their products in this way. this is a very sensitive area for the big drugs companies. they want to maintain their profits  but have been put under tremendous pressure to provide cheap anti-aids drugs to the world s poorest nations.  the result is that drugs supplied to africa are now more than thirty times cheaper than those sold in europe; bringing these medicines within the reach of millions of hiv-positive africans through their government s health care systems.  but the wide difference in price also means that there are big gains to be made from illegally diverting these cheaper drugs back into wealthier countries and re-selling them at a higher price. glaxosmithkline believes that by coating the pills destined for africa in a red dye and adding new identification codes both onto the pills and on the packaging  then this trade can be substantially reduced. the company says that it will then be possible to identify specific distributors in africa who have re-sold humanitarian drugs for profit  as well as those suppliers in europe that have also been involved in the trade. glaxo says distribution of the new-look drugs has already begun and that their chemical content is identical to those currently being sold in europe.
sport,parry firm over gerrard listen to the full interview on sport on five and the bbc sport website from 1900 gmt.  but parry  speaking exclusively to bbc sport  also admits gerrard  who has been constantly linked with chelsea  will have the final say on his future. he told bbc five live:  steven is above money. he is the future of liverpool.  it doesn t matter if it s £30m  £40m or £50m  we will not accept offers. but we are also realistic enough to know we can t keep steven against his will.  on the subject of liverpool s finances  parry also revealed the club is ready to explore the possibility of a sponsorship deal for its proposed new stadium.  and responding to criticism from bbc sport pundit and former liverpool stalwart alan hansen  he insisted talks on new investment are ongoing  but added the door has not closed on shareholder and lifelong fan steve morgan. parry joined liverpool as chief executive in july 1998 from a similar role at the premier league. there have been several highs and lows during his time in charge at anfield - and he had a busy summer  overseeing the arrival of new manager rafael benitez and managing to hold on to steven gerrard.  on the subject of liverpool s captain and prize asset  parry revealed real madrid  did  ask for an option on the england midfield man during negotiations for striker fernando morientes. he said:  they were looking for ways of saying they got more out of the deal for fernando morientes  but the response to real madrid was the same - steven is not for sale.  but when asked if gerrard would be a liverpool player on the first day of next season  parry said:  i sincerely hope he will be. steven knows my views. he knows rafa s views.  we have re-affirmed recently to steven that we are trying to build a team around him. we crave success as much as he does. we know he s ambitious and nobody can argue with that.   i think steven would dearly love to win things with liverpool more than he d like to do anything else.  we all want to see progress by next season. he s not alone in that. there are a lot of other players who feel the same  so we all have a common aim.  it is expected chelsea will test liverpool with a £30m-plus bid in the summer - but parry claims he will be in no mood to listen.  there have been a lot of open secrets about steven  most of which have been complete myths. it is suggested we had a deal tied up last summer. we didn t had an offer last summer   parry explained.  we had told chelsea that as far as we were concerned he was not for sale and we didn t want to sell him. in reality it didn t go beyond that.  maybe there will be an offer in the summer. maybe there won t.   our position is we want steven to stay  but we are also realistic enough and have enough respect for steven - and he has enough respect for us - to know that it is his decision that will be crucial.  you are not going to keep a player like steven against his will. that just doesn t work  but any idea we are going to accept offers for steven and then tell him  by the way we ve decided to sell you  is not on the agenda. you can forget that.  parry is currently in the process of finalising funding for liverpool s new stadium in stanley park  which is set to open in 2007. and he confessed arsenal s £100m deal with emirates to sponsor their new ground - complete with naming rights - has given the anfield club serious food for thought. he said:  i have to say historically it is something i have been against  and i have been on record as saying that  but i think the size of the arsenal deal is a real eye-opener.   i would say in the past deals have been done frankly far too cheaply and it just hasn t even been worth contemplating.  but the arsenal deal is the sort of deal that causes you to draw breath and say  wow - that s interesting.   my personal point of view is that i would find it a hell of a lot more palatable than a shared stadium.  some liverpool fans would find such a move highly controversial  but parry countered:  i recognise it would be an emotive issue for many supporters  but you look at the amount of money available and it could go into the team.  if it was the right partner how strong an issue is it  time will tell.  i think the stadium will always be anfield  not least because of where it is  but do we need to investigate the possibilities of sponsorship  i think it would be remiss not to.  that s not to say we have made a decision that we will go down that road  but i think it is clearly something we have to explore.   on the subject of possible new investment  parry revealed liverpool are still in negotiations with a mystery investor  with rumours of interest from the middle east. that prompted the withdrawal of tycoon steve morgan  who got frustrated by failed bids and what he claimed was indecision by the board. he also accused liverpool of using him as  a stalking horse  to attract other bids  but parry explained:  steve has never been used as a stalking horse. there s no need  and that is not the way we do business.  we had discussions with steve over the course of 2004. i think we came close to concluding a deal in the summer but it didn t happen.  quite genuinely  the new interest did appear relatively late in the day just prior to the agm in december  and as i have said it was of such potential magnitude  and that potential is so exciting  we felt we had to evaluate it. we are still evaluating it.  steve s interest was taken very much on its own merits. his enthusiasm for the club is there for all to see and who knows what the next few months will hold   the door isn t closed on anything. we had a perfectly sensible dialogue with steve last year.  we have a common interest in making liverpool successful. that s a dream we all share  so as far as i m concerned the door is not closed.   i would take £50m if we had no investment  but if we did  keep him. as for the stadium  if it gets us cash what difference does it make really   £50m for gerrard  i don t care who you are  the directors would take the money and it is the way it should be. we cannot let that sum of money go  despite gerrard s quality.  through a cleverly worded statement  the club has effectively forced gerrard to publicly make the decision for himself  which i think is the right thing to do.  critical time for liverpool with regards to gerrard. ideally we would want to secure his future to the club for the long term. i am hoping he doesn t walk out of the club like michael owen did for very little cash.  £50m realistically would allow rafa to completely rebuild the squad  however  if we can afford to do this and keep gerrard we will be better for it. i would however be happy with gerrard s transfer for any fee over £35m.  parry s statements are clever in that any future gerrard transfer cannot be construed as a lack of ambition by the club to not try and keep their best players. upping the ante is another smart move by parry.  i would keep gerrard. no amount of money could replace his obvious love of the club and determination to succeed.  the key is if gerrard comes out and says that he is happy. clearly  if he isn t  then we would be foolish not to sell. the worrying thing is who would you buy (or who would come) pending possible non-champions league football.
politics,abortion not a poll issue - blair tony blair does not believe abortion should be an election issue  arguing it is a matter for individual conscience.  the prime minister s spokesman set out mr blair s view after the top catholic in england and wales backed michael howard s stance on abortions. the tory leader supports a reduction in the legal limit from 24 weeks to 20 and has said current rules are  tantamount to abortion on demand . the prime minister has made it clear he has no plans to the change the law.  mr blair s spokesman said:  the catholic church has a well-known position on this issue and it was one of many issues the cardinal mentioned and therefore it should be seen in that context.  his words came as cardinal cormac murphy o connor  the archbishop of westminster  backed mr howard s stance and distanced himself from labour. in a statement  he said abortion was a  very key issue   saying:  the policy supported by mr howard is one that we would commend  on the way to a full abandonment of abortion.   cardinal o connor claimed labour had  developed  the notion that it was the natural party of catholics  but he said:  we are not going to suggest people support one particular party.  the family planning association says a reduction would particularly affect young women who often seek help later. more than 180 000 women in england and wales had terminations last year  of which fewer than 1% were carried out between 22 and 24 weeks.  in the cosmopolitan interview mr howard said:  i believe abortion should be available to everyone  but the law should be changed.  in the past i voted for a restriction to 22 weeks and i would be prepared to go down to 20.  all three main parties say the issue is one for each mp s conscience  rather than one where there is a party-wide policy. mr howard stressed his views were his personal views. shadow home secretary david davis said he understood mr howard had been signalling that a conservative government would allow a commons vote on the issue. mr blair and liberal democrat leader charles kennedy also gave their views during interviews  conducted as part of the magazine s  high heeled vote  campaign.  mr blair  who last year denied he planned to join his wife and four children in the catholic faith despite regularly taking communion  said abortion was a  difficult issue .  however much i dislike the idea of abortion  you should not criminalise a woman who  in very difficult circumstances  makes that choice.  obviously there is a time beyond which you can t have an abortion  and we have no plans to change that although the debate will continue.  mr kennedy said he had previously voted for a 22-week limit but medical advances mean  i don t know what i would do now . the roman catholic archbishop of cardiff  the most reverend peter smith  told bbc radio 4 s today programme that the church merely wanted people to  reflect on issues in light of the gospel  before voting. anne weyman  chief executive of the family planning association  asked:  what is the benefit to women  or to the potential child  of forcing a woman to have a baby   anti-abortion group the pro-life alliance  congratulated  mr howard on his new stance  but said it did not go far enough.
sport,bellamy fined after row newcastle have fined their welsh striker craig bellamy two weeks  wages - about £80 000 - following his row with manager graeme souness.  but bellamy  25  has not been put on the transfer list  although he did not train with the first team on tuesday. magpies chairman freddy shepherd told the newcastle evening chronicle:  it is not about money. it is about a player thinking he is bigger than this club.  no individual is  be it the chairman  the manager or a player.  souness dropped bellamy for sunday s game against arsenal  claiming the welshman had feigned injury after being asked to play out of position.  when i heard what the manager was saying i was in shock   bellamy said.  i thought  not only has he gone behind my back  he s lying    he said in response to souness  remarks. and the wales international refused to apologise.  i won t apologise because i have done nothing wrong   he told the evening chronicle.  there s no doubt about it  i am out of here.  the difficult relationship between souness and bellamy boiled over at the weekend  and has led to a war of words in the media.  bellamy s claim that souness had lied about the background to the bust-up was strongly denied by shepherd  who accused the striker of  cheating  the club.  i wish to put the record straight regarding the bellamy situation   said shepherd.  craig walked off the training ground saying his hamstring was tight (on friday)  but what he failed to reveal was that he had told other members of the squad before training that he intended to feign injury.  when graeme discovered this he immediately ordered bellamy to attend a meeting in my office.  at that meeting bellamy admitted to graeme and i that he had told the players that he was going to  fake  an injury in training and walk off.  he also agreed at that meeting to apologise to his team-mates for his behaviour. he didn t do this which resulted in the action taken by the manager at the weekend  which i fully support.  in my book this is cheating on the club  the supporters  the manager and his own team-mates.  he is paid extremely well and i consider his behaviour to be totally unacceptable and totally unprofessional.   bellamy s latest outburst would appear to make his chances of a first-team recall remote. but even before newcastle said the player would not be sold  bellamy insisted he had no intention of handing in a transfer request.  i don t want the fans to think for one minute that i wouldn t play for this club   he said.  i d play anywhere for this club  even in goal.  it s a very difficult situation for me at the moment but i d never ask to leave this club.  this club means so much to me. i couldn t do it because i know i couldn t come back here and play against newcastle. it would hurt too much.
sport,wenger rules out new keeper arsenal boss arsene wenger says he has no plans to sign a new goalkeeper during the january transfer window.  wenger has brought in manuel almunia for the last three games for the out-of-form jens lehmann - but the spaniard himself has been prone to mistakes. there have been suggestions that wenger will swoop for a high-quality shot-stopper in the new year. but he told the evening standard:  i don t feel it will be necessary to bring in a new goalkeeper in january.  the gunners manager refused to comment on the difficult start that 27-year-old almunia has made to his career at highbury. and he would not be drawn on whether lehmann would return for the top-of-the table clash with chelsea on sunday.  almunia was at fault for rosenborg s goal in arsenal s 5-1 champions league win on tuesday and had some hairy moments in last week s win over birmingham. but wenger said earlier this week that his indifferent form was down to pressure caused by being under scrutiny from the media.  the debate has gone on too long. everyone has an opinion and i do not have to add to it   wenger added. arsenal have been linked with middlesbrough keeper mark schwarzer  fulham s edwin van der sar and parma s sebastien frey. and wenger has no immediate plans to recall former england under-21 international stuart taylor from his loan spell at leicester.
entertainment,hobbit picture  four years away  lord of the rings director peter jackson has said that it will be up to four years before he starts work on a film version of the hobbit.  the oscar winner said on a visit to sydney there was a  desire  to make it  but not before lengthy negotiations.  i think it s gonna be a lot of lawyers sitting in a room trying to thrash out a deal before it will ever happen   said the new zealander. the rights to jrr tolkien s book are split between two major film studios. jackson  who is currently filming a remake of hollywood classic king kong  said he thought that the sale of mgm studios to the sony corporation would cast further uncertainty on the project. the 43-year-old was in the australian city to visit a lord of the rings exhibition  which has attracted 140 000 visitors since it opened in december.  the film-maker recently sued film company new line cinema for undisclosed damages over alleged withheld profits and lost revenue from the first part of the middle earth trilogy. the fellowship of the ring from 2001 went on to make worldwide profits of $291 million (£152 million). jackson is thought to have secured the most lucrative film directing deal in history to remake king kong  which is currently in production in wellington. the picture  which stars naomi watts and oscar winner adrien brody  is due to be released in december. jackson has also committed to making a film version of lovely bones  based on the best-selling book by alice sebold.
business,deutsche boerse set to  woo  lse bosses of deutsche boerse and the london stock exchange are to meet amid talk that a takeover bid for the lse will be raised to £1.5bn ($2.9bn).  last month  the german exchange tabled a 530 pence-per-share offer for lse  valuing it at £1.3bn. paris-based euronext  owner of liffe in london  has also said it is interested in bidding for lse. euronext is due to hold talks with lse this week and it is reported to be ready to raise £1.4bn to fund a bid. euronext chief jean-francois theodore is scheduled to meet his lse counterpart clara furse on friday. deutsche boerse chief werner seifert is meeting ms furse on thursday  in the third meeting between the two exchanges since the bid approach in december.  the lse rejected deutsche boerse s proposed £1.3bn offer in december  saying it undervalued the business.  but it agreed to leave the door open for talks to find out whether a  significantly-improved proposal  would be in the interests of lse s shareholders and customers. in the meantime  euronext  which combines the paris  amsterdam and lisbon stock exchanges  also began talks with the lse. in a statement on thursday  euronext said any offer was likely to be solely in cash  but added that:  there can be no assurances at this stage that any offer will be made.  a deal with either bidder would create the biggest stock market operator in europe and the second biggest in the world after the new york stock exchange.  according to the ft  in its latest meeting deutsche boerse will adopt a charm offensive to woo the london exchange. the newspaper said the german suitor will offer to manage a combined cash and equities market out of london and let ms furse take the helm. other reports this week said the deutsche boerse might even consider selling its luxembourg-based clearstream unit - the clearing house that processes securities transactions. its ownership of clearstream was seen as the main stumbling block to a london-frankfurt merger. lse shareholders feared a deutsche boerse takeover would force them to use clearstream  making it difficult for them to negotiate for lower transaction fees.
sport,capriati to miss melbourne jennifer capriati has become the third leading lady to withdraw from the australian open because of injury.  the organisers of the first grand slam of 2005  which begins on 17 january  said the american has a problem with her right shoulder. it comes as a blow to the women s draw as last year s champion  justin henin-hardenne  and runner-up  kim clijsters  will also be absent. capriati is a two-time champion in melbourne with wins in 2001 and 2002. she is believed to have picked up the injury at the advanta championships at philadelphia in november and had to pull out of an exhibition match with wimbledon champion maria sharapova on 17 december. capriati also decided against competing in the australian open warm-up event  the sydney international.
tech,mobiles  not media players yet  mobiles are not yet ready to be all-singing  all-dancing multimedia devices which will replace portable media players  say two reports.  despite moves to bring music download services to mobiles  people do not want to trade multimedia services with size and battery life  said jupiter. a separate study by gartner has also said real-time tv broadcasts to mobiles is  unlikely  in europe until 2007. technical issues and standards must be resolved first  said the report. batteries already have to cope with other services that operators offer  like video playback  video messaging  megapixel cameras and games amongst others. bringing music download services based on the success of computer-based download services will put more demands on battery life.  fifty percent of europeans said the size of a mobile was the most important factor when it came to choosing their phone  but more power demands tend to mean larger handsets.  mobile phone music services must not be positioned to compete with the pc music experience as the handsets are not yet ready   said thomas husson  mobile analyst at jupiter research.  mobile music services should be new and different  and enable operators to differentiate their brands and support third generation network launches.  other problems facing mobile music include limited storage on phones  compared to portable players which can hold up to 40gb of music. the mobile industry is keen to get into music downloading  after the success of apple s itunes  napster and other net music download services.  with phones getting smarter and more powerful  there are also demands to be able to watch tv on the move. in the us  services like tivo to go let people transfer pre-recorded tv content onto their phones. but  the gartner report on mobile tv broadcasting in europe suggests direct broadcasting will have to wait. currently  tv-like services  where clips are downloaded  are offered by several european operators  like italy s tim and 3. mobile tv will have to overcome several barriers before it is widely taken up though  said the report.  various standards and ways of getting tv signals to mobiles are being worked on globally. in europe  trials in berlin and helsinki are making use of terrestrial tv masts to broadcast compressed signals to handsets with extra receivers. a service from the norwegian broadcasting corporation lets people watch tv programmes on their mobiles 24 hours a day. the service uses 3gp technology  one of the standards for mobile tv. but at the end of 2004  the european telecommunications institute (etsi) formally adopted digital video broadcasting handheld (dvb-h) as the mobile tv broadcasting standard for europe. operators will be working on the standard as a way to bring real-time broadcasts to mobiles  as well as trying to overcome several other barriers. the cost and infrastructure needs to set up the services will need to be addressed. handsets also need to be able to work with the dvb-h standard. tv services will have to live up to the expectations of the digital tv generation too  which expects good quality images at low prices  according to analysts. people are also likely to be put off watching tv on such small screens  said gartner. digital video recorders  like europe s sky+ box  and video-on-demand services mean people have much more control over what tv they watch. as a result  people may see broadcasting straight to mobiles as taking away that control. more powerful smartphones like the xda ii  nokia 6600  sonyericsson p900 and the orange e200  offering web access  text and multimedia messaging  e-mail  calendar and gaming are becoming increasingly common. a report by analysts instat/mdr has predicted that smartphone shipments will grow by 44% over the next five years. it says that smartphones will make up 117 million out of 833 million handsets shipped globally by 2009.
entertainment,ring of fire hit co-writer dies merle kilgore  co-writer of the country hit ring of fire  has died of congestive heart failure aged 70.  he started out as a singer and songwriter before going into music management  looking after country star hank williams jr. he wrote ring of fire with june carter cash  the future wife of johnny cash who went on to score his most popular hit with the track. kilgore had heart surgery in 2004 and was also diagnosed with lung cancer. his death has been attributed to treatment he was undergoing for the cancer. his first self-penned top 10 hit was dear mama in 1959.  one of the first songs he wrote for other artists was wolverton mountain  which sold 10 million copies when recorded by claude king. he then wrote ring of fire with june carter cash  which was about her unrequited love for johnny  who she later married. it was first recorded by her younger sister anita carter before johnny went on to make such a success of it. june carter cash previously said it upset her husband when kilgore talked about the song without crediting her and believed he should not have been credited on it. last year  kilgore turned up an awards dinner in a wheelchair expecting to honour hank williams jr  but instead he was the surprise recipient of a lifetime achievement award from the international entertainment buyers association.
sport,kluft impressed by sotherton form olympic heptathlon champion carolina kluft was full of admiration for britain s kelly sotherton as the pair prepared to clash in birmingham.  both will be in action on friday in the 60m hurdles and long jump ahead of the european indoor championships later this month in madrid. sotherton finished third behind the swede in athens  and kluft said:  i knew about her  she s a great girl.  she looked very good early in the season and was competing really well.  kluft showed impressive early-season form on tuesday in stockholm s ge galan meeting  winning the sprint hurdles  the long jump and the 400m. sotherton has also displayed promise  with a new high jump personal best in sheffield at the combined norwich union european trials and aaa championships  and a second place in the long jump behind jade johnson.
sport,davenport puts retirement on hold lindsay davenport has put any talk of retirement on hold after having a largely injury-free 2004 campaign.  the 28-year-old world number one had said that she would quit at the end of last year  but after a successful season she has had a change of heart.  finally i felt i put myself in a position to try and win grand slams again   said davenport.  it would be tough to walk away when i feel like i can contend so there s no point in hanging it up quite yet.  davenport has won three grand slams  the 2000 australian open  wimbledon in 1999 and the 1998 us open. her career has been hit by a series of injuries but last year she started hitting top form and won seven titles. she was due to take part in this week s hopman cup in perth but decided she wanted to rest her knee.  i just really wanted to make sure my right knee was going to be able to really withstand all the rigours of the whole year coming up   she said.
